,Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
8366,Landing Page Submission,Direct Traffic,No,0,3.0,2087,3.0,SMS Sent,India,Operations Management,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,Yes,SMS Sent
8367,Landing Page Submission,Direct Traffic,No,0,3.0,154,3.0,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Modified
8368,Landing Page Submission,Direct Traffic,No,0,2.0,186,2.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,invalid number,Worst,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Opened
8369,Landing Page Submission,Direct Traffic,Yes,0,2.0,283,2.0,Email Bounced,United States,Marketing Management,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
8370,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Finance Management,Select,Unemployed,Better Career Prospects,Other,Other,Select,Other Cities,02.Medium,02.Medium,15.0,14.0,No,SMS Sent
8371,Landing Page Submission,Organic Search,No,0,5.0,10,5.0,Email Opened,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Other,02.Medium,01.High,13.0,17.0,No,Email Opened
8372,Landing Page Submission,Direct Traffic,No,1,2.0,766,2.0,Had a Phone Conversation,India,IT Projects Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,Yes,Modified
8373,Landing Page Submission,Direct Traffic,No,0,9.0,87,1.8,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Other Cities of Maharashtra,01.High,01.High,17.0,17.0,Yes,Email Opened
8374,Landing Page Submission,Direct Traffic,No,0,5.0,104,2.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,Yes,Email Opened
8375,Landing Page Submission,Direct Traffic,No,1,4.0,1449,4.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,Yes,SMS Sent
8376,Landing Page Submission,Direct Traffic,No,0,2.0,391,2.0,SMS Sent,Bahrain,Finance Management,Other,Other,Other,Other,Other,Other,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,Yes,Modified
8377,API,Google,Yes,0,4.0,65,4.0,Unsubscribed,India,Operations Management,Other,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,No,Unsubscribed
8378,Landing Page Submission,Organic Search,Yes,0,10.0,408,3.33,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Not doing further education,Not Sure,Select,Other Metro Cities,03.Low,01.High,12.0,18.0,Yes,Page Visited on Website
8379,Landing Page Submission,Direct Traffic,No,0,3.0,154,1.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,switched off,Other,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,Yes,Email Opened
8380,API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,Modified
8381,Landing Page Submission,Direct Traffic,No,0,10.0,793,10.0,Email Opened,Other,Business Administration,Select,Unemployed,Better Career Prospects,invalid number,Other,Select,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,Yes,Email Opened
8382,API,Google,No,0,3.0,1395,1.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,Email Opened
8383,API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,Modified
8384,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,SMS Sent
8385,Landing Page Submission,Organic Search,No,1,7.0,854,3.5,Page Visited on Website,India,Business Administration,Other,Other,Other,Other,Other,Other,Other,02.Medium,01.High,14.0,17.0,No,Page Visited on Website
8386,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8387,Landing Page Submission,Organic Search,No,0,8.0,216,4.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,01.High,14.0,17.0,No,SMS Sent
8388,Landing Page Submission,Direct Traffic,No,0,1.0,127,1.0,Converted to Lead,India,International Business,Select,Unemployed,Better Career Prospects,Interested in other courses,Low in Relevance,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8389,API,Google,No,1,9.0,38,1.8,Olark Chat Conversation,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,02.Medium,15.0,16.0,No,Olark Chat Conversation
8390,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8391,Landing Page Submission,Direct Traffic,No,1,3.0,82,3.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,Yes,SMS Sent
8392,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,SMS Sent
8393,Landing Page Submission,Google,No,0,4.0,2226,2.0,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,SMS Sent
8394,Landing Page Submission,Google,No,1,4.0,1284,4.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Modified
8395,API,Google,No,1,8.0,1198,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Other,Select,Mumbai,Other,Other,Other,Other,Yes,Modified
8396,API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Other,Select,Select,Working Professional,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8397,Landing Page Submission,Google,No,1,5.0,1154,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,SMS Sent
8398,Landing Page Submission,Direct Traffic,No,0,11.0,1858,5.5,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Graduation in progress,Might be,Potential Lead,Other Cities of Maharashtra,03.Low,02.Medium,12.0,16.0,Yes,Modified
8399,API,Google,No,1,3.0,14,1.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Email Opened
8400,Landing Page Submission,Direct Traffic,No,0,8.0,35,2.0,Page Visited on Website,India,Media and Advertising,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,14.0,16.0,Yes,Modified
8401,API,Organic Search,No,0,3.0,130,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,03.Low,02.Medium,12.0,15.0,No,Email Opened
8402,API,Google,No,1,2.0,1412,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
8403,Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
8404,Landing Page Submission,Direct Traffic,No,1,2.0,254,2.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Other,Other,Select,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Email Opened
8405,Landing Page Submission,Direct Traffic,Yes,0,2.0,152,2.0,Email Bounced,India,Services Excellence,Select,Unemployed,Better Career Prospects,Other,Other,Select,Other Cities,03.Low,02.Medium,12.0,13.0,No,Modified
8406,Landing Page Submission,Organic Search,No,1,16.0,1297,1.78,Email Opened,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,Other,Other,Select,Thane & Outskirts,01.High,01.High,16.0,17.0,No,Email Opened
8407,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8408,API,Google,No,1,2.0,1157,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
8409,Landing Page Submission,Direct Traffic,No,1,2.0,1556,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,Yes,Email Opened
8410,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8411,API,Organic Search,No,1,5.0,1445,2.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,SMS Sent
8412,Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8413,Landing Page Submission,Organic Search,No,1,5.0,1531,5.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,SMS Sent
8414,Landing Page Submission,Organic Search,No,0,4.0,180,2.0,Email Opened,India,Marketing Management,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
8415,Landing Page Submission,Google,No,1,4.0,605,2.0,SMS Sent,India,Business Administration,Student of SomeSchool,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Other Cities,02.Medium,02.Medium,14.0,16.0,No,SMS Sent
8416,Landing Page Submission,Organic Search,Yes,0,6.0,311,6.0,Unsubscribed,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Unsubscribed
8417,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Olark Chat Conversation
8418,Landing Page Submission,Direct Traffic,Yes,0,2.0,1414,2.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,SMS Sent
8419,Landing Page Submission,Direct Traffic,No,1,2.0,849,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Worst,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Email Opened
8420,API,Google,No,1,2.0,1306,1.0,SMS Sent,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Modified
8421,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8422,API,Google,No,0,1.0,94,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
8423,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Operations Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Might be,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,Modified
8424,API,Google,No,0,4.0,303,4.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Might be,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
8425,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Email Opened
8426,Landing Page Submission,Organic Search,Yes,0,6.0,262,3.0,Email Bounced,India,Business Administration,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8427,API,Direct Traffic,No,0,5.0,547,2.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,Other,Other,Other,Other,No,Modified
8428,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8429,Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
8430,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8431,Landing Page Submission,Organic Search,No,0,6.0,192,6.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,Yes,SMS Sent
8432,Landing Page Submission,Google,No,1,2.0,1705,2.0,Email Link Clicked,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Closed by Horizzon,Other,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Modified
8433,Landing Page Submission,Direct Traffic,No,0,3.0,1318,3.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,SMS Sent
8434,Lead Add Form,Reference,No,1,Other,1458,Other,Other,Other,Select,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Select,Select,02.Medium,01.High,14.0,17.0,No,Modified
8435,Landing Page Submission,Google,No,1,6.0,1079,6.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Other,Might be,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,Yes,Email Opened
8436,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Email Opened
8437,Landing Page Submission,Direct Traffic,No,0,5.0,12,5.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,Yes,Email Opened
8438,Landing Page Submission,Direct Traffic,No,0,4.0,289,4.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,Interested  in full time MBA,Worst,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
8439,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8440,Landing Page Submission,Direct Traffic,No,0,1.0,247,1.0,Converted to Lead,India,Travel and Tourism,Other,Other,Other,Other,Other,Other,Mumbai,01.High,02.Medium,16.0,16.0,Yes,Modified
8441,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,02.Medium,15.0,16.0,No,SMS Sent
8442,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8443,API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Other,Business Administration,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Email Opened
8444,API,Google,No,0,2.0,86,1.0,Olark Chat Conversation,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8445,Landing Page Submission,Direct Traffic,No,1,2.0,1486,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,Yes,Email Opened
8446,Landing Page Submission,Organic Search,Yes,0,17.0,96,5.67,SMS Sent,Saudi Arabia,Retail Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,Yes,SMS Sent
8447,Landing Page Submission,Direct Traffic,No,0,3.0,127,1.5,Email Opened,India,IT Projects Management,Select,Student,Better Career Prospects,Already a student,Worst,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Email Opened
8448,API,Google,No,0,3.0,11,3.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,13.0,15.0,No,Modified
8449,Landing Page Submission,Organic Search,No,0,5.0,1050,2.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Other Metro Cities,Other,Other,Other,Other,Yes,Email Opened
8450,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Email Opened
8451,Landing Page Submission,Google,No,1,8.0,1607,2.67,SMS Sent,India,Human Resource Management,Word Of Mouth,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,01.High,15.0,17.0,Yes,Modified
8452,Landing Page Submission,Google,No,1,3.0,770,3.0,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,Modified
8453,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8454,Landing Page Submission,Direct Traffic,No,0,5.0,392,5.0,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Email Opened
8455,Landing Page Submission,Google,No,0,3.0,184,3.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
8456,API,Google,Yes,0,3.0,108,3.0,Unsubscribed,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,Select,03.Low,02.Medium,8.0,15.0,No,Modified
8457,API,Google,No,0,3.0,142,1.5,Olark Chat Conversation,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Olark Chat Conversation
8458,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Modified
8459,Landing Page Submission,Google,No,0,5.0,396,1.67,Email Opened,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,03.Low,01.High,12.0,18.0,No,Email Opened
8460,API,Google,No,1,2.0,189,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Other,Other Leads,Mumbai,02.Medium,02.Medium,14.0,16.0,No,SMS Sent
8461,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Marketing Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,01.High,02.Medium,16.0,15.0,No,SMS Sent
8462,Landing Page Submission,Direct Traffic,No,0,2.0,353,2.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Email Opened
8463,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8464,API,Direct Traffic,No,0,5.0,1156,1.25,Olark Chat Conversation,India,Finance Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8465,Landing Page Submission,Direct Traffic,No,1,8.0,936,8.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,Tier II Cities,02.Medium,01.High,15.0,17.0,Yes,Email Opened
8466,API,Google,No,0,2.0,1580,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8467,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Email Opened
8468,Landing Page Submission,Organic Search,Yes,0,5.0,107,5.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Busy,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,SMS Sent
8469,Landing Page Submission,Direct Traffic,Yes,0,2.0,185,2.0,Email Bounced,India,Finance Management,Select,Unemployed,Better Career Prospects,opp hangup,Other,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,Yes,Modified
8470,Landing Page Submission,Direct Traffic,Yes,0,2.0,131,2.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,invalid number,Worst,Select,Tier II Cities,02.Medium,02.Medium,13.0,15.0,Yes,SMS Sent
8471,Landing Page Submission,Direct Traffic,No,0,2.0,145,2.0,SMS Sent,United States,Supply Chain Management,Select,Unemployed,Better Career Prospects,invalid number,Not Sure,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,SMS Sent
8472,Landing Page Submission,Organic Search,No,0,8.0,1032,8.0,SMS Sent,India,Human Resource Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,01.High,15.0,17.0,Yes,Modified
8473,Landing Page Submission,Organic Search,No,1,9.0,1005,9.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,01.High,15.0,17.0,No,Modified
8474,Landing Page Submission,Google,No,0,3.0,1218,3.0,Form Submitted on Website,India,Human Resource Management,Student of SomeSchool,Working Professional,Better Career Prospects,Interested in other courses,High in Relevance,Select,Tier II Cities,02.Medium,01.High,13.0,17.0,No,Modified
8475,API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Other,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Email Opened
8476,API,Olark Chat,Yes,0,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8477,Landing Page Submission,Google,No,0,3.0,278,3.0,Email Opened,India,Operations Management,Other,Unemployed,Better Career Prospects,Interested in other courses,Worst,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
8478,Landing Page Submission,Direct Traffic,No,0,6.0,169,6.0,SMS Sent,Indonesia,Travel and Tourism,Select,Unemployed,Better Career Prospects,invalid number,Not Sure,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8479,API,Google,No,1,3.0,746,3.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Unreachable
8480,Landing Page Submission,Direct Traffic,No,0,2.0,1393,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,opp hangup,Other,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Opened
8481,API,Google,No,0,3.0,473,3.0,Form Submitted on Website,India,IT Projects Management,Online Search,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,03.Low,15.0,12.0,No,Modified
8482,Landing Page Submission,Google,Yes,0,3.0,103,3.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,SMS Sent
8483,Landing Page Submission,Google,No,1,4.0,1674,4.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,SMS Sent
8484,Landing Page Submission,Direct Traffic,No,0,2.0,323,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,SMS Sent
8485,Landing Page Submission,Google,Yes,0,4.0,43,2.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,SMS Sent
8486,Landing Page Submission,Direct Traffic,No,0,6.0,23,3.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,Graduation in progress,High in Relevance,Select,Other Cities,03.Low,02.Medium,11.0,16.0,Yes,Email Opened
8487,Landing Page Submission,Direct Traffic,No,0,2.0,345,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8488,Landing Page Submission,Direct Traffic,Yes,0,2.0,267,2.0,Email Bounced,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8489,Landing Page Submission,Direct Traffic,No,0,2.0,109,2.0,SMS Sent,India,Travel and Tourism,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,14.0,16.0,Yes,SMS Sent
8490,Lead Add Form,Other,No,0,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,13.0,16.0,No,SMS Sent
8491,Landing Page Submission,Google,No,0,4.0,679,4.0,Email Opened,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Ringing,Other,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Email Opened
8492,API,Google,No,1,2.0,1565,2.0,Unreachable,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Unreachable
8493,Landing Page Submission,Google,No,0,4.0,884,4.0,SMS Sent,India,Operations Management,Advertisements,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,SMS Sent
